account_id,client_id,iban,currency,opened_at,status
730,369,RU7303051663227386267973,EUR,2023-07-04 11:40:50,active
731,370,RU7313546647078022981658,EUR,2022-04-26 11:58:52,active
732,370,RU7328166980451906455576,EUR,2023-12-06 10:21:55,active
733,370,RU7339529128673648572570,USD,2022-04-26 02:13:10,active
734,371,RU7345808114371141076292,EUR,2023-11-05 05:29:20,active
735,372,RU7359094187166528126975,EUR,2022-10-23 18:34:37,active
736,372,RU7361073515686589481168,EUR,2024-08-30 13:59:02,active
737,373,RU7372804813834119053988,RUB,2022-08-01 15:03:27,active
738,374,RU7385581492435846865424,RUB,2024-01-01 07:10:22,active
739,374,RU7391818221085017808567,EUR,2023-03-16 00:04:46,active
740,375,RU7405005883733198606525,RUB,2025-08-24 13:07:17,active
741,375,RU7417548506619580470686,EUR,2022-04-15 11:40:54,active
742,375,RU7426657415534276824639,EUR,2022-10-04 16:36:34,active
743,376,RU7435466261682867709596,EUR,2024-09-07 06:22:07,active
744,376,RU7443767939175721033796,RUB,2024-04-04 01:01:28,active
745,377,RU7458348686399861633005,USD,2025-09-21 07:49:16,active
746,378,RU7463724742944163635703,EUR,2023-09-02 06:39:02,active
747,378,RU7479940787676188672910,USD,2022-05-30 23:01:11,active
748,378,RU7482068243400102508714,EUR,2023-11-26 15:48:52,active
749,379,RU7494205846478795880182,EUR,2023-12-23 22:36:40,blocked
750,380,RU7508422243986960689290,USD,2023-09-11 09:50:42,active
751,380,RU7513166201552219260611,USD,2025-09-04 04:35:55,active
752,380,RU7529207054278713488055,EUR,2022-02-14 23:48:07,active
753,381,RU7537225675093766868933,USD,2022-04-05 10:54:35,active
754,381,RU7544677169443803880511,USD,2023-05-09 09:40:14,active
755,382,RU7553019440703119717404,USD,2025-11-18 07:34:18,active
756,382,RU7565128716582245010883,RUB,2023-06-12 22:12:41,active
757,383,RU7572901866870214502300,RUB,2022-12-10 19:02:11,active
758,383,RU7584040799825573065774,EUR,2025-04-25 23:48:18,active
759,384,RU7598400952507706898463,EUR,2024-07-28 18:35:18,active
760,385,RU7604253089146797281202,USD,2022-05-21 04:51:53,active
761,385,RU7611453930174294628523,RUB,2025-04-06 05:56:37,active
762,386,RU7622448004028569432954,RUB,2022-11-23 22:38:38,active
763,386,RU7633676507127454214641,EUR,2025-07-26 00:27:41,active
764,386,RU7644812898488788537996,USD,2025-05-29 18:05:05,active
765,387,RU7658798194733057848706,RUB,2024-05-08 23:30:49,active
766,388,RU7664670324730845610615,RUB,2025-03-19 00:58:53,blocked
767,389,RU7673121423908265844966,USD,2022-03-07 16:30:19,active
768,389,RU7683512983720062201091,RUB,2024-09-08 02:05:44,active
769,390,RU7694696275001217919577,USD,2022-07-12 01:44:19,active
770,390,RU7701783217719971083941,USD,2022-07-23 19:14:11,active
771,390,RU7718031769633113235169,EUR,2022-04-29 21:08:11,active
772,391,RU7725996281724666862861,EUR,2023-10-08 06:29:23,active
773,391,RU7736425148618382389987,RUB,2024-07-28 15:15:26,blocked
774,391,RU7743879441766505466138,EUR,2025-05-16 07:00:56,active
775,392,RU7753527662729726654094,RUB,2023-10-23 10:50:30,active
776,392,RU7767050999790490195068,USD,2023-12-14 21:14:32,active
777,393,RU7773049921653794861031,USD,2024-01-03 07:04:44,active
778,393,RU7789371738920166093274,USD,2023-09-24 05:06:25,active
779,393,RU7791158757544979170142,RUB,2024-12-27 21:14:44,active
780,394,RU7806041323703539881216,USD,2025-02-04 05:18:28,active
781,394,RU7819994545673683593456,RUB,2025-01-15 01:25:34,active
782,395,RU7825397762026943586653,USD,2023-09-10 06:13:48,active
783,396,RU7838467987125134045536,USD,2022-06-19 05:53:33,active
784,396,RU7842561108442844114930,RUB,2024-09-05 12:53:22,closed
785,396,RU7853305557654135222242,USD,2022-11-19 14:56:21,active
786,397,RU7867668796908158183913,USD,2022-08-08 13:11:07,active
787,398,RU7874798724963226395280,USD,2025-03-27 12:32:14,active
788,398,RU7883964788200571712340,RUB,2023-04-29 19:52:56,active
789,398,RU7891051390541569844839,USD,2024-12-06 07:41:32,active
790,399,RU7905507709923075895037,EUR,2024-12-08 11:52:42,active
791,399,RU7913968431188392896966,EUR,2024-04-27 13:01:20,active
792,400,RU7927822389832070770007,EUR,2025-01-06 04:31:15,active
793,400,RU7937449494232632315596,RUB,2025-02-12 18:48:18,active
794,401,RU7945795591016885186351,RUB,2023-08-07 14:35:28,active
795,402,RU7959964345401941942702,USD,2022-07-08 17:00:59,active
796,402,RU7962574633328936774104,USD,2022-06-26 13:43:23,active
797,402,RU7977908245065589471195,USD,2024-08-30 17:07:11,active
798,403,RU7985016588488703602704,USD,2023-10-12 13:39:46,active
799,403,RU7995819028348944994117,EUR,2023-04-03 01:27:10,active
800,403,RU8006997227579886919813,USD,2023-05-16 19:25:35,active
801,404,RU8018404649663587392639,EUR,2022-08-08 20:09:30,active
802,405,RU8025354446499570071836,EUR,2025-01-14 21:33:04,active
803,405,RU8037887684377624778399,USD,2023-12-21 01:25:24,active
804,405,RU8045836537555762250740,RUB,2025-01-23 16:24:06,closed
805,406,RU8052653066058557478011,USD,2025-07-12 10:34:19,active
806,406,RU8067469869312182372243,RUB,2022-08-22 13:25:11,active
807,406,RU8075229779220993721725,RUB,2022-10-19 13:00:35,active
808,407,RU8082443024424628267773,USD,2022-05-28 03:12:54,active
809,407,RU8093084754245686577013,EUR,2022-04-14 17:26:26,active
810,408,RU8103621167736759970376,RUB,2024-09-03 20:10:27,active
811,408,RU8117726818441960863809,USD,2025-06-28 23:56:34,blocked
812,409,RU8123349648329571225033,USD,2023-07-25 12:59:49,active
813,409,RU8131714591123365744796,EUR,2024-05-21 15:46:57,active
814,410,RU8142644760244056564189,RUB,2022-08-25 18:41:48,active
815,410,RU8155817531409071644424,RUB,2023-02-13 11:01:29,active
816,410,RU8166309486757971321051,USD,2024-07-01 08:46:01,active
817,411,RU8176680556678946220550,EUR,2024-07-28 11:39:14,active
818,411,RU8181024633656799170509,RUB,2024-11-04 11:22:16,blocked
819,411,RU8199573558818395517390,RUB,2025-05-01 21:57:39,active
820,412,RU8201002276954898609545,USD,2022-08-16 13:36:17,active
821,412,RU8215719647984870017531,RUB,2023-05-18 06:54:35,active
822,412,RU8224016866875633081739,EUR,2025-06-07 23:52:45,active
823,413,RU8234627060275689401337,RUB,2024-02-17 07:20:09,active
824,413,RU8244274219928746943486,EUR,2023-08-10 03:07:10,active
825,414,RU8259146871757559882898,EUR,2025-07-26 19:07:00,active
826,414,RU8266845495414979797193,RUB,2024-07-29 10:14:21,active
827,415,RU8275073472922964721777,USD,2025-01-10 00:57:49,active
828,415,RU8282109016406230581249,USD,2024-02-01 08:00:36,active
829,416,RU8291233310290799900836,USD,2025-10-29 17:33:49,active
830,416,RU8307180019864180066221,USD,2025-09-07 11:58:53,active
831,416,RU8316163188477905470804,RUB,2023-06-22 11:30:00,active
832,417,RU8321098435749847043435,EUR,2023-08-18 03:02:45,active
833,418,RU8336406633767147140172,RUB,2023-11-18 17:57:29,active
834,419,RU8343340525934919177604,USD,2023-05-26 05:33:40,active
835,419,RU8351309242972244092641,EUR,2024-02-21 01:29:41,blocked
836,420,RU8367495693401697827391,USD,2023-03-04 02:55:54,active
837,420,RU8376277437491423259967,RUB,2023-01-29 01:56:19,active
838,420,RU8385342449168463530868,EUR,2025-07-02 23:48:26,active
839,421,RU8397916938677829757513,RUB,2024-09-09 03:37:07,active
840,421,RU8401958191101078128399,EUR,2025-09-21 04:00:33,active
841,421,RU8417579127699236622161,EUR,2022-03-01 07:57:37,active
842,422,RU8424869874012040724098,RUB,2025-01-01 04:09:00,active
843,423,RU8433898320665494196200,EUR,2022-03-29 01:37:14,active
844,424,RU8446663185407910934984,RUB,2025-08-25 16:28:07,active
845,425,RU8459297958707361585739,EUR,2022-01-26 21:40:07,active
846,425,RU8467660524651094713116,RUB,2023-05-07 15:14:24,active
847,425,RU8477128887708019822942,RUB,2026-01-06 22:05:31,active
848,426,RU8481599103201676714082,EUR,2023-10-09 19:43:26,active
849,426,RU8497723442265077020997,EUR,2022-10-27 17:19:19,active
850,427,RU8506612689647580272146,RUB,2022-05-11 10:34:48,active
851,427,RU8516859605568935142687,USD,2022-11-05 15:27:14,active
852,428,RU8523525019306243684965,RUB,2025-08-01 04:39:33,active
853,428,RU8536240473394387636016,USD,2024-05-20 19:10:07,active
854,428,RU8545270470863828442261,EUR,2025-07-22 20:16:37,active
855,429,RU8551797062164228853847,RUB,2022-06-30 14:32:59,blocked
856,430,RU8562561847444391063103,RUB,2023-05-09 05:18:21,active
857,431,RU8579090727086086319887,USD,2022-12-04 21:57:05,active
858,432,RU8589694480051568044446,EUR,2026-01-05 06:26:11,active
859,432,RU8597807867486344461760,EUR,2025-11-01 09:34:49,active
860,432,RU8603647813891810576130,USD,2022-07-26 04:42:45,active
861,433,RU8613084116638595728998,USD,2023-03-10 08:30:33,active
862,434,RU8623720270742887463442,RUB,2023-02-28 18:41:58,active
863,435,RU8634275709204428039552,RUB,2024-12-19 14:51:11,active
864,435,RU8645147502684219777278,EUR,2024-06-17 23:21:24,active
865,436,RU8658698971775444271330,RUB,2024-12-03 06:42:10,active
866,436,RU8662943021337179525244,EUR,2024-06-28 02:41:39,active
867,436,RU8677290503461340950550,EUR,2024-12-26 19:26:46,active
868,437,RU8688654086109906232409,EUR,2022-11-19 06:10:59,active
869,437,RU8698133438938486002383,RUB,2025-02-28 09:57:39,active
870,438,RU8709503205389814004394,USD,2023-02-06 02:54:36,active
871,439,RU8712289568360776292830,RUB,2024-03-14 04:16:07,active
872,440,RU8727071790174147098717,EUR,2024-06-30 14:15:49,active
873,440,RU8731964884321821761821,USD,2024-07-03 00:47:53,blocked
874,441,RU8744886800564379705198,RUB,2023-07-12 12:10:14,active
875,441,RU8751924252832556232815,EUR,2024-01-09 15:46:22,active
876,441,RU8765305850395934700247,USD,2022-10-18 16:01:22,blocked
877,442,RU8776687244904831983873,USD,2022-10-17 04:34:29,active
878,442,RU8787741868629494208538,EUR,2023-12-11 01:31:41,active
879,442,RU8797671933246733335915,RUB,2023-09-13 08:13:52,active
880,443,RU8803768610013205362777,EUR,2024-07-22 12:44:19,active
881,443,RU8819621588014623051282,RUB,2022-03-04 08:06:58,closed
882,444,RU8826326386610851817745,USD,2022-06-17 13:08:15,active
883,444,RU8832534628272743109378,RUB,2023-09-15 13:02:51,active
884,444,RU8847434514943799307843,EUR,2025-12-03 19:50:04,active
885,445,RU8852287114269191126884,EUR,2022-11-05 07:12:17,blocked
886,445,RU8861833780381842356827,RUB,2022-07-21 18:40:51,active
887,445,RU8874192231645875694731,RUB,2023-04-26 10:33:11,active
888,446,RU8882360364493642306245,RUB,2023-09-08 03:43:17,active
889,446,RU8891741331031855600346,USD,2022-11-08 07:41:49,active
890,447,RU8907678960907748715894,USD,2023-01-02 21:33:43,active
891,448,RU8915402722115602878371,USD,2022-08-28 10:40:43,active
892,449,RU8924634444759534222451,EUR,2023-06-20 11:47:23,active
893,450,RU8938667822587091920156,EUR,2022-11-27 02:16:16,blocked
894,450,RU8942185225376938855234,RUB,2023-12-21 23:56:07,active
895,450,RU8958132068714582557917,RUB,2023-05-10 13:11:52,active
896,451,RU8969049087333694810781,EUR,2025-10-27 00:39:37,active
897,451,RU8974199285117207452056,EUR,2023-10-22 13:57:12,active
898,452,RU8983044766588948884628,EUR,2024-11-06 14:48:45,active
899,452,RU8994341447307622054105,RUB,2025-10-07 17:07:06,active
900,453,RU9007933065404392880042,EUR,2024-02-18 23:37:55,active
901,453,RU9012273562262151764067,EUR,2023-09-11 13:15:16,blocked
902,454,RU9021856393382358313591,USD,2022-10-20 00:03:00,active
903,454,RU9032390400946994637516,RUB,2023-06-12 12:42:29,active
904,455,RU9043407479914319734385,USD,2023-04-29 06:21:11,active
905,455,RU9055771698322210410972,USD,2023-10-18 03:29:27,active
906,456,RU9067757694120474574615,USD,2023-12-24 05:34:28,active
907,457,RU9073942493481138892279,RUB,2024-10-15 20:33:13,active
908,458,RU9081106886533766099737,EUR,2024-06-11 17:42:20,active
909,459,RU9098114537126328673655,USD,2024-10-12 16:04:23,blocked
910,459,RU9106848698686614796528,USD,2022-03-26 16:19:41,active
911,460,RU9114438706550553123753,USD,2024-07-26 17:10:58,active
912,461,RU9124365256044803911516,EUR,2025-01-11 02:09:33,active
913,461,RU9138006172868536844486,USD,2022-06-23 11:26:20,active
914,462,RU9144109343407920114315,RUB,2025-09-13 23:40:07,active
915,462,RU9155749080000145573056,USD,2025-12-22 04:38:44,active
916,463,RU9165286683661504174705,USD,2025-02-04 07:57:59,active
917,463,RU9174385937920749927849,USD,2023-03-14 15:03:27,active
918,463,RU9183327304026075051467,EUR,2022-03-19 18:52:32,active
919,464,RU9193464812610301825227,RUB,2023-06-09 05:29:08,active
920,464,RU9205120727331939295205,USD,2022-10-05 15:28:10,active
921,465,RU9214294998777103337108,EUR,2023-04-08 10:26:22,active
922,465,RU9223293176714272854384,EUR,2025-02-10 23:22:14,active
923,466,RU9232334108349537369430,RUB,2022-05-11 13:29:38,active
924,467,RU9249963759746539273250,USD,2024-02-06 13:09:37,active
925,467,RU9258614552243193567454,RUB,2023-12-13 12:37:43,active
926,467,RU9265828977093289924815,EUR,2025-11-04 15:55:18,active
927,468,RU9271353138753913455557,USD,2023-12-14 03:07:13,active
928,468,RU9288493772779461267285,EUR,2022-08-16 23:15:11,active
929,468,RU9297690625527351524992,EUR,2025-10-02 04:43:07,active
930,469,RU9304897150538530092026,EUR,2023-06-09 17:04:49,blocked
931,470,RU9317655529546877596211,EUR,2022-02-04 18:30:59,active
932,470,RU9329414912432014361792,RUB,2024-10-11 05:42:21,active
933,471,RU9336677736961756797881,EUR,2022-06-30 20:39:16,active
934,471,RU9348369050910862530027,RUB,2024-03-09 12:47:03,active
935,472,RU9359628264086007610284,RUB,2023-08-05 08:32:37,active
936,473,RU9365626102936338949183,RUB,2023-03-03 20:47:33,active
937,473,RU9372671832220197004306,USD,2024-11-09 01:05:03,active
938,474,RU9381172651810673582903,USD,2023-03-19 14:18:29,active
939,474,RU9393463131735044865336,RUB,2025-04-29 20:57:31,active
940,474,RU9401896029405941523696,EUR,2023-12-20 09:03:30,active
941,475,RU9411587735909988252949,USD,2022-12-16 06:04:30,active
942,476,RU9425248692359832052177,EUR,2023-03-24 03:07:44,active
943,476,RU9435994067877325248411,EUR,2024-07-02 07:01:43,active
944,476,RU9444163162105532095243,EUR,2023-08-28 08:26:39,active
945,477,RU9455260714077767792337,USD,2023-05-12 13:08:51,active
946,477,RU9467435380618367920010,RUB,2025-08-20 04:41:59,active
947,478,RU9477093868022550928928,USD,2024-11-11 10:44:05,active
948,479,RU9484184822913977384945,EUR,2022-05-03 02:44:16,active
949,479,RU9493804206981190210778,EUR,2022-05-10 01:53:39,active
950,479,RU9505310820658841657147,USD,2023-03-30 07:57:05,active
951,480,RU9514243180900821751569,RUB,2022-08-31 04:23:30,active
952,481,RU9529977634378139762068,RUB,2023-11-02 08:38:02,active
953,481,RU9533164896669439340320,USD,2023-03-18 00:05:59,active
954,481,RU9546599709685623076467,RUB,2023-08-06 23:36:50,blocked
955,482,RU9552020407164897610397,RUB,2022-05-31 15:40:11,active
956,483,RU9568171399355185882466,RUB,2023-03-26 11:42:42,active
957,483,RU9574246854016056198223,EUR,2025-02-14 22:40:47,closed
958,483,RU9583945977267058420054,EUR,2025-03-13 01:46:58,active
959,484,RU9596839525092674125766,EUR,2024-09-06 02:22:47,active
960,484,RU9605911523107910376098,EUR,2025-03-29 08:12:54,active
961,485,RU9615278850898328780280,USD,2022-12-16 16:18:24,active
962,485,RU9629521570773590018726,USD,2023-03-21 17:25:10,active
963,486,RU9634081112149036244531,EUR,2023-09-14 11:06:27,active
964,487,RU9646351011455500251965,RUB,2024-10-16 08:33:33,active
965,487,RU9652742063987132531652,USD,2024-10-11 13:29:27,active
966,488,RU9666717755505537299038,RUB,2022-02-15 02:43:36,active
967,488,RU9677752873328426473164,EUR,2024-02-21 22:40:03,closed
968,488,RU9683305296593208519715,USD,2023-09-28 00:14:47,blocked
969,489,RU9699779230564382774173,EUR,2024-06-03 09:16:17,active
970,490,RU9706091830412803292917,EUR,2022-02-05 07:02:41,active
971,490,RU9714404017525442238393,RUB,2024-03-05 07:58:02,active
972,491,RU9727574350596275992342,USD,2025-09-20 17:19:22,active
973,491,RU9731597792730839571708,RUB,2025-12-02 07:44:53,active
974,491,RU9745235307208647105941,EUR,2025-10-21 11:21:04,active
975,492,RU9752631410590271933087,RUB,2024-11-28 01:06:20,active
976,493,RU9764055327149700350333,EUR,2024-02-17 01:21:52,active
977,493,RU9775263155350463536904,RUB,2025-09-16 17:42:08,blocked
978,494,RU9787243045717139069239,RUB,2022-04-19 11:54:31,active
979,494,RU9794553909102670715679,USD,2023-09-24 05:42:11,active
980,494,RU9807603718358349361088,USD,2022-04-20 07:25:12,active
981,495,RU9817592536327890103057,EUR,2022-07-07 22:32:05,active
982,495,RU9823702107343718328102,EUR,2022-02-06 20:21:01,active
983,495,RU9831368072107794206233,EUR,2025-06-14 20:58:02,active
984,496,RU9846991777356863748196,EUR,2023-09-13 11:48:31,active
985,496,RU9852346462334956538301,RUB,2023-11-15 14:05:48,active
986,497,RU9862558320709113257202,RUB,2025-03-23 10:04:01,active
987,497,RU9879420704312687515495,USD,2023-07-24 06:47:13,active
988,498,RU9884043949666482600682,USD,2025-05-20 20:22:09,active
989,499,RU9897940610269900438617,EUR,2024-12-13 15:36:33,active
990,499,RU9907356693711226159813,USD,2023-01-16 04:08:15,active
991,499,RU9913378908373087582547,USD,2023-11-22 18:34:34,active
992,500,RU9925812564581549663795,RUB,2023-03-04 15:53:23,active
993,500,RU9934345540575498870470,USD,2023-03-25 01:27:57,active
994,500,RU9946235554246761808478,EUR,2025-01-13 20:30:34,active
995,501,RU9953719784418131312249,USD,2023-04-19 09:34:53,active
996,501,RU9962351465074315287265,EUR,2022-08-28 21:59:18,active
997,501,RU9976873095885480446540,USD,2024-08-01 15:21:21,active
998,502,RU9982368410460508819419,EUR,2022-02-13 12:05:27,active
999,503,RU9997875629433419665006,EUR,2022-01-19 17:52:47,active
1000,503,RU10006704286590606179687,USD,2025-09-13 20:37:16,closed
1001,503,RU10012437710261805085720,USD,2025-10-30 02:34:53,active
1002,504,RU10024486238514982828518,EUR,2025-08-17 11:37:20,active
1003,504,RU10039031548712071954801,EUR,2025-09-06 08:46:27,blocked
1004,504,RU10044503704225075596378,USD,2024-03-26 22:14:59,active
1005,505,RU10053852865390916019351,USD,2024-11-04 20:36:49,blocked
1006,506,RU10067721641387997786856,EUR,2022-12-15 10:52:57,active
1007,507,RU10076251861697711709075,USD,2024-10-06 17:37:55,active
1008,508,RU10088552986936118529596,EUR,2025-11-08 21:23:19,active
1009,508,RU10092868009403384000649,RUB,2025-05-01 11:36:56,active
1010,508,RU10101911638228952146480,USD,2023-07-19 18:30:41,active
1011,509,RU10115932233918782839165,EUR,2024-02-28 05:51:30,active
1012,509,RU10128359492831698653910,RUB,2025-08-08 03:44:42,active
1013,510,RU10133361847979350173368,RUB,2023-11-25 19:40:46,active
1014,511,RU10143260529072109427202,EUR,2022-10-11 18:58:39,active
1015,511,RU10151371081979680790736,USD,2022-12-21 17:07:46,active
1016,511,RU10167853984136485622005,USD,2024-08-04 06:17:59,active
1017,512,RU10179329937075591240360,RUB,2025-02-13 04:47:39,active
1018,513,RU10183249954838446282657,RUB,2024-03-22 18:21:47,active
1019,514,RU10195952338734296612092,USD,2025-03-29 05:30:25,active
1020,514,RU10206846748166077972282,USD,2025-10-01 13:56:52,active
1021,514,RU10211769102020385717114,RUB,2022-04-24 11:40:15,active
1022,515,RU10226518286008456173523,EUR,2022-11-03 15:27:55,active
1023,515,RU10234963796234458312157,RUB,2024-01-27 21:16:33,active
1024,516,RU10246431990009334748406,EUR,2025-01-23 10:51:14,active
1025,517,RU10257959589926919899860,RUB,2024-08-12 10:59:14,active
1026,517,RU10262628219209816317458,USD,2023-09-25 12:21:20,active
1027,517,RU10279775445410532832942,EUR,2023-05-26 12:33:53,active
1028,518,RU10284146482210211620843,EUR,2023-04-11 11:17:13,active
1029,518,RU10296773108943971534780,EUR,2023-03-04 15:29:36,active
1030,518,RU10301060111367936545379,RUB,2023-11-15 14:01:19,active
1031,519,RU10312504616776374940985,USD,2025-10-19 19:08:35,closed
1032,519,RU10323809817094546795250,USD,2022-10-05 17:58:01,active
1033,520,RU10337336077766597561464,USD,2025-12-08 09:30:37,active
1034,521,RU10343138003468748214182,RUB,2025-07-01 19:10:23,active
1035,521,RU10358068981533061451568,USD,2022-11-28 05:17:07,active
1036,521,RU10369555152517901636398,EUR,2024-04-03 22:43:38,active
1037,522,RU10372442422178856454798,RUB,2022-11-23 16:15:04,active
1038,522,RU10382456768561601320531,RUB,2022-10-26 02:42:07,active
1039,522,RU10395763560751932293029,USD,2024-08-05 19:02:33,active
1040,523,RU10407700487338337633435,USD,2024-10-12 03:53:47,active
1041,523,RU10419617672970293463654,USD,2023-02-23 11:19:59,active
1042,524,RU10424264461003924546692,USD,2023-07-31 00:05:43,active
1043,524,RU10434922680867840471500,USD,2025-07-12 03:58:59,active
1044,525,RU10449669852649478227848,RUB,2023-09-04 08:19:00,active
1045,525,RU10456956386417138880570,USD,2023-09-20 17:14:08,active
1046,525,RU10463529116097116720131,USD,2025-06-05 02:23:53,active
1047,526,RU10477610138959844239723,RUB,2025-06-25 13:07:28,active
1048,527,RU10484942976297770450031,RUB,2023-04-03 22:49:28,active
1049,527,RU10497816228395259156359,EUR,2025-05-13 15:38:01,active
1050,528,RU10508898927600673397138,EUR,2025-05-23 20:00:31,active
1051,529,RU10517667106610043870004,RUB,2022-06-15 23:04:54,active
1052,529,RU10529781068605854417919,EUR,2024-01-16 03:52:01,blocked
1053,530,RU10539383006142702352924,EUR,2025-04-28 14:17:19,active
1054,531,RU10544458939458945783622,EUR,2024-01-27 14:13:03,active
1055,531,RU10553546076998455437448,EUR,2022-04-03 03:29:29,active
1056,531,RU10565351963904791577474,USD,2024-04-15 14:12:20,active
1057,532,RU10578150353750050759446,USD,2025-09-30 08:27:30,active
1058,533,RU10583756456656727289238,RUB,2023-10-05 18:44:19,active
1059,533,RU10593261816800288301773,RUB,2024-06-10 19:33:23,active
1060,533,RU10606134415421012606262,EUR,2023-05-25 06:50:23,active
1061,534,RU10618121372118892523174,RUB,2025-06-23 15:31:30,active
1062,534,RU10627816609174825106560,EUR,2025-04-11 00:10:18,active
1063,534,RU10638126927116913138899,USD,2023-05-03 17:19:23,blocked
1064,535,RU10645319548636460388383,RUB,2025-03-06 20:21:50,active
1065,535,RU10657250391423400587612,USD,2022-12-20 16:36:38,active
1066,536,RU10661213413282516841168,EUR,2023-02-07 09:10:57,active
1067,536,RU10674655295922698817348,USD,2022-08-06 21:38:32,active
1068,536,RU10685873605643244182992,RUB,2025-06-06 04:16:27,active
1069,537,RU10696217796197060035632,USD,2025-11-19 06:26:36,closed
1070,538,RU10705969639475421803423,USD,2022-02-19 20:10:43,blocked
1071,538,RU10711618975639858729742,USD,2024-02-04 07:26:33,active
1072,539,RU10722036106845708919055,EUR,2022-04-28 08:48:14,active
1073,539,RU10738853571712685118155,EUR,2024-04-06 01:32:26,active
1074,539,RU10746996796618771989995,USD,2022-05-17 06:49:15,active
1075,540,RU10758542465716160726613,EUR,2025-03-14 01:08:16,active
1076,541,RU10766999284231798713700,EUR,2023-12-25 11:07:11,active
1077,541,RU10774134191441140637043,EUR,2023-05-29 07:18:09,active
1078,542,RU10789748402456200294294,EUR,2024-03-30 18:36:09,active
1079,542,RU10793709953933352240379,USD,2023-11-03 16:56:05,active
1080,543,RU10803077379538268949063,RUB,2024-08-26 20:50:20,active
1081,544,RU10817221517811623768679,RUB,2023-10-26 13:17:35,active
1082,544,RU10827137248998795454846,USD,2025-04-07 16:52:11,active
1083,545,RU10839119442691158940590,USD,2025-04-11 00:59:23,active
1084,546,RU10842367676706019790284,RUB,2025-09-09 05:10:01,active
1085,546,RU10855919949990471050740,RUB,2022-11-17 05:36:42,active
1086,546,RU10862174352381149374158,RUB,2024-07-24 01:15:31,blocked
1087,547,RU10873908463504817963775,USD,2023-06-26 09:45:08,blocked
1088,547,RU10883794031545816626299,RUB,2025-12-13 07:42:10,active
1089,547,RU10899635864097090732158,USD,2022-09-11 15:51:06,active
1090,548,RU10909290701204895095669,RUB,2025-04-14 19:07:16,active
1091,549,RU10915094738686728613395,USD,2022-07-11 05:52:37,active
1092,549,RU10924508723557123606690,EUR,2025-09-09 15:57:59,active
1093,550,RU10938111069806889292003,RUB,2023-11-26 02:22:23,active
1094,551,RU10942614982774897269855,RUB,2024-07-05 20:53:30,active
1095,551,RU10952122519005294827545,EUR,2024-02-27 03:16:09,blocked
1096,552,RU10966578741897357866713,USD,2025-03-21 08:19:46,active
1097,553,RU10972939928392168383457,USD,2025-03-10 14:11:33,closed
1098,553,RU10983354584224286954534,USD,2022-05-22 00:55:58,active
1099,554,RU10994505150057569288372,RUB,2022-06-23 23:22:39,blocked
1100,554,RU11004324033551636914541,RUB,2025-06-02 01:21:29,active
1101,554,RU11019724762048306897289,RUB,2026-01-09 03:26:11,active
1102,555,RU11026999182268984106143,EUR,2023-04-13 02:42:04,active
1103,555,RU11039774278140350349127,USD,2024-09-26 18:28:27,active
1104,555,RU11042298058792014796237,USD,2023-03-03 18:09:34,active
1105,556,RU11052436616878557784497,RUB,2022-10-03 12:23:59,active
1106,557,RU11066499015747963819669,RUB,2024-12-15 18:05:44,active
1107,558,RU11076695939793660673761,USD,2025-09-07 19:41:05,active
1108,559,RU11089635765660484700857,RUB,2025-07-02 21:00:39,active
1109,559,RU11098473879810238184889,EUR,2024-03-16 14:47:50,blocked
1110,560,RU11102497633190865258775,RUB,2022-10-10 03:05:11,active
1111,560,RU11116767489739881309004,USD,2022-02-16 13:44:24,active
1112,560,RU11123961373296063789632,USD,2023-08-03 17:18:44,blocked
1113,561,RU11135339618050409610415,RUB,2025-05-01 18:22:52,active
1114,562,RU11145975777895321920338,USD,2025-02-15 16:57:11,active
1115,563,RU11152458884560207222936,EUR,2025-03-30 12:08:45,active
1116,563,RU11164872735993603124871,RUB,2022-06-05 12:34:01,active
1117,564,RU11174828408099530477213,USD,2022-06-24 14:58:13,blocked
1118,565,RU11186873952811136744475,EUR,2023-11-16 03:53:32,active
1119,565,RU11199327625395315201966,USD,2022-01-02 02:54:15,active
1120,565,RU11204371905485547276099,EUR,2023-02-04 00:29:43,active
1121,566,RU11217905713106574917793,USD,2024-11-04 08:56:57,active
1122,566,RU11223022788125028685594,RUB,2025-07-15 01:15:24,active
1123,566,RU11237080138438864913389,RUB,2024-03-10 14:40:32,active
1124,567,RU11249180373937864363081,USD,2025-02-28 11:57:14,active
1125,568,RU11257733340794759131888,USD,2022-06-13 11:11:31,active
1126,568,RU11265262573630339496621,EUR,2024-10-21 07:04:17,active
1127,568,RU11273460111954743819301,EUR,2024-11-04 06:07:52,active
1128,569,RU11286343731772673569796,EUR,2023-05-25 10:38:20,active
1129,570,RU11298376589081887674734,EUR,2025-12-22 21:19:24,active
1130,570,RU11302680244493766526173,RUB,2023-08-22 02:57:33,active
1131,570,RU11318330479841702799231,RUB,2022-01-23 05:57:10,active
1132,571,RU11325434379372789778102,RUB,2022-09-09 11:31:04,active
1133,572,RU11338535397949926883021,EUR,2025-08-25 08:38:41,active
1134,572,RU11346730596903029341895,RUB,2024-06-15 15:37:51,active
1135,573,RU11357045556083982896007,EUR,2024-04-27 23:51:36,active
1136,573,RU11362718493157143651247,USD,2025-04-08 20:10:07,active
1137,574,RU11376062716141112282487,USD,2023-06-14 16:46:02,active
1138,574,RU11384157852206727749037,EUR,2023-12-10 20:41:37,active
